#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACACB	GYS2	9606.ENSP00000341044	9606.ENSP00000261195	0.045	0	0	0	0.064	0	0	0.264	0.285
ACACB	GPAM	9606.ENSP00000341044	9606.ENSP00000265276	0	0	0	0	0.094	0	0	0.496	0.523
ACACB	PRKAR2A	9606.ENSP00000341044	9606.ENSP00000265563	0	0	0	0	0.062	0	0	0.159	0.178
ACACB	SQLE	9606.ENSP00000341044	9606.ENSP00000265896	0	0	0	0	0.066	0	0	0.306	0.324
ACACB	NCOR1	9606.ENSP00000341044	9606.ENSP00000268712	0	0	0	0	0	0	0	0.179	0.179
ACACB	TP53	9606.ENSP00000341044	9606.ENSP00000269305	0	0	0	0	0	0.076	0	0.172	0.202
ACACB	EGFR	9606.ENSP00000341044	9606.ENSP00000275493	0	0	0	0	0.083	0.103	0	0.090	0.186
ACACB	NTRK2	9606.ENSP00000341044	9606.ENSP00000277120	0	0	0	0	0	0	0	0.152	0.152
ACACB	HK2	9606.ENSP00000341044	9606.ENSP00000290573	0	0	0	0	0.064	0	0	0.293	0.310
ACACB	FGF19	9606.ENSP00000341044	9606.ENSP00000294312	0	0	0	0	0	0	0	0.260	0.260
ACACB	ALB	9606.ENSP00000341044	9606.ENSP00000295897	0	0	0	0	0.063	0	0	0.259	0.276
ACACB	IRS1	9606.ENSP00000341044	9606.ENSP00000304895	0	0	0	0	0.108	0	0	0.287	0.337
ACACB	ADH1B	9606.ENSP00000341044	9606.ENSP00000306606	0	0	0	0	0.107	0	0	0.102	0.164
ACACB	ACOX2	9606.ENSP00000341044	9606.ENSP00000307697	0.044	0	0	0	0	0	0	0.249	0.251
ACACB	GLUL	9606.ENSP00000341044	9606.ENSP00000307900	0.046	0	0	0	0.063	0	0	0.248	0.269
ACACB	PSMD1	9606.ENSP00000341044	9606.ENSP00000309474	0	0	0	0	0.062	0.058	0	0.157	0.190
ACACB	SHMT1	9606.ENSP00000341044	9606.ENSP00000318868	0.089	0	0	0	0.064	0	0	0.220	0.276
ACACB	PLD4	9606.ENSP00000341044	9606.ENSP00000376372	0	0	0	0	0	0	0	0.150	0.150
ACACB	MBP	9606.ENSP00000341044	9606.ENSP00000380958	0	0	0	0	0.062	0	0	0.138	0.156
ACACB	PTPN1	9606.ENSP00000341044	9606.ENSP00000360683	0	0	0	0	0	0	0	0.168	0.168
ACACB	BDH1	9606.ENSP00000341044	9606.ENSP00000376184	0	0	0	0	0.085	0	0	0.129	0.169
ACACB	GLO1	9606.ENSP00000341044	9606.ENSP00000362463	0.059	0	0	0	0.065	0	0	0.137	0.174
ACACB	PHGDH	9606.ENSP00000341044	9606.ENSP00000358417	0.060	0	0	0	0.062	0	0	0.140	0.175
ACACB	DBT	9606.ENSP00000341044	9606.ENSP00000359151	0	0	0	0	0	0.056	0	0.168	0.181
ACACB	IKBKB	9606.ENSP00000341044	9606.ENSP00000430684	0	0	0	0	0	0	0	0.182	0.182
ACACB	CYP2E1	9606.ENSP00000341044	9606.ENSP00000440689	0	0	0	0	0.062	0	0	0.176	0.194
ACACB	CTNNB1	9606.ENSP00000341044	9606.ENSP00000344456	0	0	0	0	0	0.145	0	0.110	0.206
ACACB	MTOR	9606.ENSP00000341044	9606.ENSP00000354558	0	0	0	0	0.062	0	0	0.194	0.211
ACACB	GPT	9606.ENSP00000341044	9606.ENSP00000378408	0.054	0	0	0	0.064	0	0	0.193	0.223
ACACB	MYC	9606.ENSP00000341044	9606.ENSP00000479618	0	0	0	0	0	0.108	0	0.198	0.254
ACACB	MDN1	9606.ENSP00000341044	9606.ENSP00000358400	0	0	0	0	0.243	0.056	0	0.069	0.276
ACACB	PFKFB2	9606.ENSP00000341044	9606.ENSP00000356047	0	0	0	0	0	0	0	0.322	0.322
ACACB	PDHA1	9606.ENSP00000341044	9606.ENSP00000369134	0.056	0	0	0	0.067	0.057	0	0.331	0.370
ACACB	CPS1	9606.ENSP00000341044	9606.ENSP00000402608	0.078	0	0	0.539	0.065	0.102	0	0.574	0.373
ACACB	ACSL1	9606.ENSP00000341044	9606.ENSP00000422607	0.045	0	0	0	0.084	0	0	0.530	0.553
ACACB	ACAT2	9606.ENSP00000341044	9606.ENSP00000356015	0.044	0	0	0	0.062	0	0.900	0.193	0.917
ACACB	PRKAA2	9606.ENSP00000341044	9606.ENSP00000360290	0	0	0	0	0.062	0.380	0.800	0.525	0.937
ACAT2	OTC	9606.ENSP00000356015	9606.ENSP00000039007	0	0	0	0	0.051	0	0	0.238	0.246
ACAT2	ADH1A	9606.ENSP00000356015	9606.ENSP00000209668	0	0	0	0	0.066	0	0	0.155	0.177
ACAT2	MAPK1	9606.ENSP00000356015	9606.ENSP00000215832	0	0	0	0	0.062	0.141	0	0	0.159
ACAT2	GAPDH	9606.ENSP00000356015	9606.ENSP00000229239	0	0	0	0	0.096	0	0	0.283	0.325
ACAT2	APOB	9606.ENSP00000356015	9606.ENSP00000233242	0	0	0	0	0.084	0	0	0.271	0.304
ACAT2	ATXN1	9606.ENSP00000356015	9606.ENSP00000244769	0	0	0	0	0	0.152	0	0	0.151
ACAT2	CCNB1	9606.ENSP00000356015	9606.ENSP00000256442	0	0	0	0	0.167	0	0	0.074	0.196
ACAT2	MCM2	9606.ENSP00000356015	9606.ENSP00000265056	0	0	0	0	0.154	0	0	0	0.154
ACAT2	GPAM	9606.ENSP00000356015	9606.ENSP00000265276	0	0	0	0	0.089	0	0	0.293	0.329
ACAT2	ADH4	9606.ENSP00000356015	9606.ENSP00000265512	0	0	0	0	0.066	0	0	0.176	0.198
ACAT2	SQLE	9606.ENSP00000356015	9606.ENSP00000265896	0	0	0	0	0.448	0	0	0.658	0.803
ACAT2	SORD	9606.ENSP00000356015	9606.ENSP00000267814	0.046	0	0	0	0.062	0	0	0.141	0.164
ACAT2	CCT6A	9606.ENSP00000356015	9606.ENSP00000275603	0	0	0	0	0.109	0	0	0.096	0.160
ACAT2	HK2	9606.ENSP00000356015	9606.ENSP00000290573	0	0	0	0	0	0	0	0.195	0.195
ACAT2	ALDH1A1	9606.ENSP00000356015	9606.ENSP00000297785	0	0	0	0	0.066	0.057	0	0.180	0.214
ACAT2	HSPA4	9606.ENSP00000356015	9606.ENSP00000302961	0	0	0	0	0.053	0.158	0	0.075	0.198
ACAT2	CTLA4	9606.ENSP00000356015	9606.ENSP00000303939	0	0	0	0	0	0	0	0.545	0.545
ACAT2	ADH1B	9606.ENSP00000356015	9606.ENSP00000306606	0	0	0	0	0.066	0	0	0.170	0.192
ACAT2	ACOX2	9606.ENSP00000356015	9606.ENSP00000307697	0.055	0	0	0	0.158	0.102	0	0.302	0.434
ACAT2	GLUL	9606.ENSP00000356015	9606.ENSP00000307900	0	0	0	0	0	0	0	0.192	0.192
ACAT2	C7	9606.ENSP00000356015	9606.ENSP00000322061	0	0	0	0	0	0	0	0.348	0.348
ACAT2	ACACB	9606.ENSP00000356015	9606.ENSP00000341044	0.044	0	0	0	0.062	0	0.900	0.193	0.917
ACAT2	PDCD5	9606.ENSP00000356015	9606.ENSP00000466214	0	0	0	0	0.108	0	0	0.088	0.151
ACAT2	CPS1	9606.ENSP00000356015	9606.ENSP00000402608	0	0	0	0	0.062	0	0	0.138	0.156
ACAT2	BPGM	9606.ENSP00000356015	9606.ENSP00000376840	0.052	0	0	0	0.062	0	0	0.142	0.170
ACAT2	GPT	9606.ENSP00000356015	9606.ENSP00000378408	0	0	0	0	0.064	0	0	0.152	0.172
ACAT2	ITGA6	9606.ENSP00000356015	9606.ENSP00000386896	0	0	0	0	0	0	0	0.185	0.185
ACAT2	KPNA2	9606.ENSP00000356015	9606.ENSP00000438483	0	0	0	0	0.185	0	0	0	0.185
ACAT2	ADH1C	9606.ENSP00000356015	9606.ENSP00000426083	0	0	0	0	0.066	0	0	0.176	0.198
ACAT2	ADH6	9606.ENSP00000356015	9606.ENSP00000378359	0	0	0	0	0.066	0	0	0.196	0.217
ACAT2	GLO1	9606.ENSP00000356015	9606.ENSP00000362463	0.057	0	0	0	0.161	0	0	0.143	0.263
ACAT2	BDH1	9606.ENSP00000356015	9606.ENSP00000376184	0	0	0	0	0	0	0	0.277	0.277
ACAT2	DBT	9606.ENSP00000356015	9606.ENSP00000359151	0.046	0	0	0	0.145	0	0	0.189	0.281
ACAT2	ACSL1	9606.ENSP00000356015	9606.ENSP00000422607	0.069	0	0	0	0.166	0.129	0	0.226	0.407
ACAT2	UROC1	9606.ENSP00000356015	9606.ENSP00000373073	0	0	0	0	0.062	0.570	0	0.146	0.625
ACOX2	ADH1A	9606.ENSP00000307697	9606.ENSP00000209668	0	0	0	0	0.096	0.128	0	0.086	0.217
ACOX2	GAPDH	9606.ENSP00000307697	9606.ENSP00000229239	0	0	0	0	0	0	0	0.195	0.195
ACOX2	APOB	9606.ENSP00000307697	9606.ENSP00000233242	0	0	0	0	0.096	0	0	0.162	0.210
ACOX2	GPAM	9606.ENSP00000307697	9606.ENSP00000265276	0	0	0	0	0.088	0	0	0.301	0.336
ACOX2	ADH4	9606.ENSP00000307697	9606.ENSP00000265512	0	0	0	0	0.065	0.128	0	0.196	0.287
ACOX2	SQLE	9606.ENSP00000307697	9606.ENSP00000265896	0	0	0	0	0	0	0	0.350	0.350
ACOX2	ABCC3	9606.ENSP00000307697	9606.ENSP00000285238	0	0	0	0	0.063	0	0	0.180	0.199
ACOX2	ALB	9606.ENSP00000307697	9606.ENSP00000295897	0	0	0	0	0.066	0	0	0.176	0.197
ACOX2	ALDH1A1	9606.ENSP00000307697	9606.ENSP00000297785	0.045	0	0	0	0.086	0	0	0.167	0.210
ACOX2	UGT2B4	9606.ENSP00000307697	9606.ENSP00000305221	0	0	0	0	0.065	0	0	0.162	0.183
ACOX2	ADH1B	9606.ENSP00000307697	9606.ENSP00000306606	0	0	0	0	0.087	0.128	0	0.073	0.198
ACOX2	ADH6	9606.ENSP00000307697	9606.ENSP00000378359	0	0	0	0	0.049	0.128	0	0.058	0.150
ACOX2	OXSR1	9606.ENSP00000307697	9606.ENSP00000311713	0	0	0	0	0.063	0	0	0.140	0.159
ACOX2	PRKAA2	9606.ENSP00000307697	9606.ENSP00000360290	0	0	0	0	0.062	0.056	0	0.130	0.162
ACOX2	KPNA2	9606.ENSP00000307697	9606.ENSP00000438483	0	0	0	0	0.063	0.070	0	0.123	0.169
ACOX2	PTGDS	9606.ENSP00000307697	9606.ENSP00000360687	0	0	0	0	0	0	0	0.174	0.173
ACOX2	GPT	9606.ENSP00000307697	9606.ENSP00000378408	0	0	0	0	0.092	0	0	0.132	0.179
ACOX2	DNAJC1	9606.ENSP00000307697	9606.ENSP00000366179	0	0	0	0	0	0	0	0.184	0.183
ACOX2	CYP2E1	9606.ENSP00000307697	9606.ENSP00000440689	0	0	0	0	0.066	0.058	0	0.148	0.185
ACOX2	DAB2	9606.ENSP00000307697	9606.ENSP00000313391	0	0	0	0	0.085	0	0	0.150	0.189
ACOX2	ADH1C	9606.ENSP00000307697	9606.ENSP00000426083	0	0	0	0	0.098	0.128	0	0.058	0.194
ACOX2	PHGDH	9606.ENSP00000307697	9606.ENSP00000358417	0	0	0	0	0.066	0	0	0.188	0.209
ACOX2	PGLYRP2	9606.ENSP00000307697	9606.ENSP00000345968	0	0	0	0	0.064	0	0	0.193	0.212
ACOX2	GLUL	9606.ENSP00000307697	9606.ENSP00000307900	0	0	0	0	0.062	0	0	0.209	0.226
ACOX2	PFKFB2	9606.ENSP00000307697	9606.ENSP00000356047	0	0	0	0	0.054	0.143	0	0.133	0.236
ACOX2	ACACB	9606.ENSP00000307697	9606.ENSP00000341044	0.044	0	0	0	0	0	0	0.249	0.251
ACOX2	ACAT2	9606.ENSP00000307697	9606.ENSP00000356015	0.055	0	0	0	0.158	0.102	0	0.302	0.434
ACOX2	ACSL1	9606.ENSP00000307697	9606.ENSP00000422607	0.051	0	0	0	0.202	0.213	0.900	0.557	0.968
ACSL1	ADH1A	9606.ENSP00000422607	9606.ENSP00000209668	0	0	0	0	0	0	0	0.309	0.309
ACSL1	XBP1	9606.ENSP00000422607	9606.ENSP00000216037	0	0	0	0	0	0	0	0.155	0.154
ACSL1	GAPDH	9606.ENSP00000422607	9606.ENSP00000229239	0	0	0	0	0.048	0	0	0.341	0.346
ACSL1	APOB	9606.ENSP00000422607	9606.ENSP00000233242	0	0	0	0	0.063	0.177	0	0.399	0.496
ACSL1	PRKAB2	9606.ENSP00000422607	9606.ENSP00000254101	0	0	0	0	0.062	0.091	0	0.118	0.183
ACSL1	GYS2	9606.ENSP00000422607	9606.ENSP00000261195	0	0	0	0	0.239	0.176	0	0.151	0.421
ACSL1	PEBP1	9606.ENSP00000422607	9606.ENSP00000261313	0	0	0	0	0.048	0	0	0.188	0.193
ACSL1	EPCAM	9606.ENSP00000422607	9606.ENSP00000263735	0	0	0	0	0	0	0	0.175	0.175
ACSL1	GPAM	9606.ENSP00000422607	9606.ENSP00000265276	0	0	0	0	0.110	0	0	0.582	0.612
ACSL1	ADH4	9606.ENSP00000422607	9606.ENSP00000265512	0	0	0	0	0.062	0	0	0.386	0.400
ACSL1	SQLE	9606.ENSP00000422607	9606.ENSP00000265896	0	0	0	0	0.062	0	0	0.205	0.223
ACSL1	SORD	9606.ENSP00000422607	9606.ENSP00000267814	0	0	0	0	0.108	0	0	0.111	0.173
ACSL1	NCOR1	9606.ENSP00000422607	9606.ENSP00000268712	0	0	0	0	0.049	0	0	0.157	0.164
ACSL1	TP53	9606.ENSP00000422607	9606.ENSP00000269305	0	0	0	0	0	0	0	0.174	0.173
ACSL1	HK2	9606.ENSP00000422607	9606.ENSP00000290573	0	0	0	0	0.062	0	0	0.243	0.260
ACSL1	ALB	9606.ENSP00000422607	9606.ENSP00000295897	0	0	0	0	0.062	0	0	0.301	0.316
ACSL1	ALDH1A1	9606.ENSP00000422607	9606.ENSP00000297785	0	0	0	0	0.089	0	0	0.143	0.186
ACSL1	HSPA4	9606.ENSP00000422607	9606.ENSP00000302961	0	0	0	0	0.048	0.062	0	0.215	0.238
ACSL1	UGT1A8	9606.ENSP00000422607	9606.ENSP00000304845	0	0	0	0	0.062	0.107	0	0.093	0.174
ACSL1	IRS1	9606.ENSP00000422607	9606.ENSP00000304895	0	0	0	0	0	0	0	0.242	0.242
ACSL1	UGT2B4	9606.ENSP00000422607	9606.ENSP00000305221	0	0	0	0	0.062	0.107	0	0.067	0.150
ACSL1	ADH1B	9606.ENSP00000422607	9606.ENSP00000306606	0	0	0	0	0.077	0	0	0.337	0.362
ACSL1	ACOX2	9606.ENSP00000422607	9606.ENSP00000307697	0.051	0	0	0	0.202	0.213	0.900	0.557	0.968
ACSL1	GLUL	9606.ENSP00000422607	9606.ENSP00000307900	0	0	0	0	0.063	0	0	0.177	0.196
ACSL1	ACACB	9606.ENSP00000422607	9606.ENSP00000341044	0.045	0	0	0	0.084	0	0	0.530	0.553
ACSL1	CTNNB1	9606.ENSP00000422607	9606.ENSP00000344456	0	0	0	0	0	0	0	0.153	0.153
ACSL1	MTOR	9606.ENSP00000422607	9606.ENSP00000354558	0	0	0	0	0.053	0	0	0.202	0.211
ACSL1	ACAT2	9606.ENSP00000422607	9606.ENSP00000356015	0.069	0	0	0	0.166	0.129	0	0.226	0.407
ACSL1	PFKFB2	9606.ENSP00000422607	9606.ENSP00000356047	0	0	0	0	0.063	0	0	0.132	0.152
ACSL1	S100A12	9606.ENSP00000422607	9606.ENSP00000357726	0	0	0	0	0.139	0	0	0.138	0.226
ACSL1	DBT	9606.ENSP00000422607	9606.ENSP00000359151	0.070	0	0	0	0.062	0	0	0.128	0.173
ACSL1	PRKAA2	9606.ENSP00000422607	9606.ENSP00000360290	0	0	0	0	0.085	0.057	0	0.252	0.299
ACSL1	FCN1	9606.ENSP00000422607	9606.ENSP00000360871	0	0	0	0	0.084	0	0	0.122	0.162
ACSL1	PDHA1	9606.ENSP00000422607	9606.ENSP00000369134	0	0	0	0	0	0	0	0.264	0.264
ACSL1	CD274	9606.ENSP00000422607	9606.ENSP00000370989	0	0	0	0	0.096	0	0	0.226	0.270
ACSL1	BDH1	9606.ENSP00000422607	9606.ENSP00000376184	0	0	0	0	0.062	0.192	0	0.386	0.494
ACSL1	ADH6	9606.ENSP00000422607	9606.ENSP00000378359	0	0	0	0	0	0	0	0.223	0.223
ACSL1	GPT	9606.ENSP00000422607	9606.ENSP00000378408	0	0	0	0	0.344	0	0	0.141	0.412
ACSL1	APBB2	9606.ENSP00000422607	9606.ENSP00000427211	0	0	0	0	0	0	0	0.155	0.155
ACSL1	ADH1C	9606.ENSP00000422607	9606.ENSP00000426083	0	0	0	0	0	0	0	0.230	0.230
ACSL1	CYP2E1	9606.ENSP00000422607	9606.ENSP00000440689	0	0	0	0	0.084	0.102	0	0.198	0.282
ACSL1	MYC	9606.ENSP00000422607	9606.ENSP00000479618	0	0	0	0	0.063	0.066	0	0.396	0.425
ADAMTS10	SPARC	9606.ENSP00000270328	9606.ENSP00000231061	0	0	0	0	0.125	0	0	0.134	0.210
ADAMTS10	SH3GL1	9606.ENSP00000270328	9606.ENSP00000269886	0	0	0	0	0	0	0	0.356	0.356
ADAMTS10	DBT	9606.ENSP00000270328	9606.ENSP00000359151	0	0	0	0	0	0.153	0	0	0.152
ADAMTS10	PTGDS	9606.ENSP00000270328	9606.ENSP00000360687	0	0	0	0	0.098	0	0	0.107	0.160
ADAMTS10	LAMA2	9606.ENSP00000270328	9606.ENSP00000400365	0	0	0	0	0.091	0.061	0	0.098	0.163
ADAMTS10	CTNND2	9606.ENSP00000270328	9606.ENSP00000307134	0	0	0	0	0	0	0	0.173	0.173
ADAMTS10	LAMA1	9606.ENSP00000270328	9606.ENSP00000374309	0	0	0	0	0.062	0.061	0	0.138	0.174
ADAMTS10	ZPLD1	9606.ENSP00000270328	9606.ENSP00000307801	0	0	0	0	0	0	0	0.210	0.210
ADAMTS10	BAZ1B	9606.ENSP00000270328	9606.ENSP00000342434	0	0	0	0	0	0	0	0.229	0.229
ADAMTS10	CERS2	9606.ENSP00000270328	9606.ENSP00000271688	0	0	0	0	0	0	0	0.237	0.237
ADAMTS10	NBEA	9606.ENSP00000270328	9606.ENSP00000383295	0	0	0	0	0	0	0	0.249	0.249
ADAMTS10	FLNA	9606.ENSP00000270328	9606.ENSP00000358866	0	0	0	0	0	0.102	0	0.222	0.271
ADAMTS10	FBLN2	9606.ENSP00000270328	9606.ENSP00000384169	0	0	0	0	0.098	0	0	0.240	0.285
ADAMTS10	FRK	9606.ENSP00000270328	9606.ENSP00000476145	0	0	0	0	0	0.056	0	0.285	0.296
ADAMTS10	COL1A2	9606.ENSP00000270328	9606.ENSP00000297268	0	0	0	0	0.084	0.077	0	0.282	0.340
ADAR	CCND1	9606.ENSP00000357459	9606.ENSP00000227507	0	0	0	0	0	0	0	0.291	0.290
ADAR	GAPDH	9606.ENSP00000357459	9606.ENSP00000229239	0	0	0	0	0.062	0	0	0.355	0.369
ADAR	APOB	9606.ENSP00000357459	9606.ENSP00000233242	0	0	0	0	0	0	0	0.387	0.387
ADAR	TRIM28	9606.ENSP00000357459	9606.ENSP00000253024	0	0	0	0	0.042	0.282	0	0.087	0.317
ADAR	MDM2	9606.ENSP00000357459	9606.ENSP00000258149	0	0	0	0	0	0	0	0.229	0.228
ADAR	WNT10A	9606.ENSP00000357459	9606.ENSP00000258411	0	0	0	0	0	0	0	0.172	0.171
ADAR	SRSF1	9606.ENSP00000357459	9606.ENSP00000258962	0	0	0	0	0.169	0	0	0.284	0.380
ADAR	TP53	9606.ENSP00000357459	9606.ENSP00000269305	0	0	0	0	0.056	0	0	0.491	0.499
ADAR	EGFR	9606.ENSP00000357459	9606.ENSP00000275493	0	0	0	0	0	0.117	0	0.193	0.256
